(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
174bdabb-9673-eb11-b81b-005056832174,"August 26, 2024 7:00 PM (PDT)",siZoVoMKpGH7D/lx83/UekZM4y4ZgBzdrWM+VFGmXHCyG0EpSynuvk09Tl9A+rLbDRPCbtiImT3Ulc23Lc/P9g==,,,Vancouver,V6Z1K3,870 GRANVILLE STREET Main Floor,Yes,City of Vancouver,Liquor Primary,"Live Nation Canada, Inc.",The Commodore (300564),,
fcc7f19f-4573-eb11-b81b-005056832755,"March 25, 2025 2:23 PM (PDT)",ij9iInBGsEhv96SDGlOk3Ky6vZxfbbtL6oUy/JprzopDvBPaEmmFmJu/WeDYM/okwbpZk8snBZRMM3jn/otqvA==,vancouver@parteeputt.com,,Vancouver,V6B1E3,670 Smithe St,Yes,City of Vancouver,Liquor Primary,Golder Enterprises Ltd.,Par-Tee Putt / Dublin Calling / Slate,,
a2d0f19f-4573-eb11-b81b-005056832755,"February 7, 2025 7:35 PM (PST)",nHkdl0U/WI7PH1U2DDUbsFooQX5CpAr2eHg9Rwy+R+e3UXgyb8biYa6R/tJZg9TeUKGxWPY2lG/9bkL3PgF/yA==,,,Vancouver,V6G3E2,1200 Stanley Park Drive,Yes,City of Vancouver,Liquor Primary,HMCS DISCOVERY CONSOLIDATED FUND,HMCS Discovery (300412),Navel Reserve,
ef4bdabb-9673-eb11-b81b-005056832174,"November 5, 2024 10:30 PM (PST)",QGZPHg0fCmb9QNuae+qyVGm49ZHdMlcgmfW/Z2UmbJz+xXbGi9fy4cSnnTky7mGarOjdC/+vesW/AFjM7s45Cg==,,,Vancouver,V6B5Z6,322 Davie St,Yes,City of Vancouver,Liquor Primary,OPUS HOTEL HOLDING CORPORATION,The Spritz (217641),,
b2c7f19f-4573-eb11-b81b-005056832755,"May 5, 2025 4:27 PM (PDT)",sX1UM3mat8zjNs6EsMrJYsGBFMZNfxLKT9laiDYghYzl+Ql/ybhuuFGlzqOsJHcCp+eb8m9fapY3l0NlwNsgog==,,,Vancouver,V6Z1L3,965 Granville St,Yes,City of Vancouver,Liquor Primary,Colony Entertainment District Inc.,Good Co. Granville,,
daccf19f-4573-eb11-b81b-005056832755,"May 14, 2025 9:07 PM (PDT)",tCD7n8mfwjftzs4BzGd0ClzSqRnsbkWlGeSQuLeDFVjCrw3D8StT1/lAbJ4yF0XlA8YPCVtTsYmhScvjSsbo+g==,commodoreballroom@livenation.com,,Vancouver,V6Z1K3,870 Granville Street Level 2,Yes,City of Vancouver,Liquor Primary,"Live Nation Canada, Inc.",Commodore Ballroom & Restaurant (200528),,https://www.commodoreballroom.com/menus
54d7f19f-4573-eb11-b81b-005056832755,"January 28, 2025 1:55 AM (PST)",fKJML5khqDDKfPDJ50onBz+UhKBcALfWrA5nuDII2KWFchGguHvLB62If32OSnA6EoioWjinrbWFOxbP5JfNEw==,,,Vancouver,V6E1N2,1025 Davie Street,Yes,City of Vancouver,Liquor Primary,THE FOUNTAINHEAD PUB LTD.,Fountainhead Pub (202415),,
66c8f19f-4573-eb11-b81b-005056832755,"April 1, 2025 11:10 PM (PDT)",Pe2KeWmchNT/ZxP+js6tDziJVyySdAR7/V3VfVs8GEb7vyYNyvCxMGx2o+hpBUEmdBhjfarUtkd8ZRVeMPtTKw==,,,Vancouver,V6Z1K3,800 Granville Street,Yes,City of Vancouver,Liquor Primary,CAFE CREPE INC.,LENNOX PUB (201668),Shut down?,
114cdabb-9673-eb11-b81b-005056832174,"April 16, 2025 9:52 PM (PDT)",eZf5v62A5tSxGKQqA2LS+sxy/20AHDKyN93cSlLyjYe1NpF85Nfnay49fGhLhB1ZtjbjQK8I7pqpgs8BGgJ9Zg==,info@tcclub.com,,Vancouver,V6E2E7,888 W CORDOVA ST,Yes,City of Vancouver,Liquor Primary,Terminal City Club Inc.,TC LIONS PUB (184481),,
32d2f19f-4573-eb11-b81b-005056832755,"January 17, 2025 9:30 PM (PST)",ByI81aejM6q1t7enoOt8cy4e1xldaTPC44kJSqRz5X6FlXcPKJGk2JmWWNoDPiviNsTVajkPyzN2AgvJYaQGtg==,,,Vancouver,V6T1Z1,6265 CRESCENT RD,Yes,Metro Vancouver Regional District,Liquor Primary,University of British Columbia,CHAN CENTRE FOR THE PERFORMING ARTS AT U.B.C. (180905),,
107dd2c1-9673-eb11-b81b-005056832174,"April 16, 2025 9:50 PM (PDT)",y0lDeTch5f49AGLkoh7s2RJ6b2vfgokIfgsMzWnPpzrfgdcLZxNdxa2yXBpwQhWf6bQIkETJrfejkSxsUeIbaA==,,,Vancouver,V6B6L9,433 Robson Street,Yes,City of Vancouver,Liquor Primary,PR GRAND HOTEL MANAGEMENT LIMITED PARTNERSHIP,Hilton Vancouver Downtown,,
e8d4f19f-4573-eb11-b81b-005056832755,"September 12, 2024 11:00 PM (PDT)",+1sXFKabXcT2aJKNRaSTIy4yAhZYNgJiJTY2rQw8DPl7aEJTctlVwqjE2BlQfylel5TP94148un6/Ku8jj4Fag==,,,Vancouver,V6H3R9,1253 Johnston St Granville Island,Yes,City of Vancouver,Liquor Primary,Rayman Investments & Management Inc.,Granville Island Hotel (179471),,
58d1f19f-4573-eb11-b81b-005056832755,"October 25, 2024 5:00 PM (PDT)",Ck0ZL36onJHJyda+2LTl1yH3tVwP2u2m6KSR0DE89IK8r08e8VxiGDONz80qOSDX+vKSWilPwt/w8oR2WaYLBw==,,,Vancouver,V6G3E7,1583 Coal Harbour Quay,Yes,City of Vancouver,Liquor Primary,COAL HARBOUR RESTAURANT INC.,LIVE BAIT YACHT & MARINE PUB (179329),only in person 3-5pm,https://www.vancouverdine.com/careers/
96ccf19f-4573-eb11-b81b-005056832755,"April 3, 2025 6:50 PM (PDT)",vM15+jg9vUZTQxlpjacTzdCAmcndyaNclzO7qWvODCuIbGLCvGvB0mLr0jUS7WzuECgYFt8wor66s1i/uVbjcQ==,,,Vancouver,V6Z1C3,1379 HOWE ST,Yes,City of Vancouver,Liquor Primary,DELBROOK MANAGEMENT LIMITED,Parker Hotel (1379 HOWE ST.) (174891),,https://vancouverdowntownhotel.net/contact/
f6caf19f-4573-eb11-b81b-005056832755,"June 2, 2025 4:38 PM (PDT)",6mdZjINmeY9U7//eJ8c3sh/hMBNZ4lVncNS9UDwHZulvFhndSxaeCbQ6pcIyHliUdHQ6EPIHtlHbCKB+UPAwZQ==,,,Vancouver,V6H3S4,Granville Island Marina Dock A - 100 1676 Duranleau Street,Yes,City of Vancouver,Liquor Primary,Harbour Star Cruise Inc.,M.V. CAROUSEL II (172606),This is a cruise ship company,
46caf19f-4573-eb11-b81b-005056832755,"April 29, 2025 8:52 PM (PDT)",+A/WGS7kaIYkd2YSBDDKn6Al3uJRvNf7H+r2U5d6k6cGYHmq75dZO9tNv8dygtOu2YtU+W0Lj4fuff+U5RB6Jg==,,,Vancouver,V6B5C6,375 Water Street,Yes,City of Vancouver,Liquor Primary,Quarterdeck Brewing Co. Ltd.,STEAMWORKS (167004),No online portal,https://steamworks.com/mount-pleasant/
187dd2c1-9673-eb11-b81b-005056832174,"May 21, 2025 7:53 PM (PDT)",yJY2hsQdmcignZNbZ9fjidIiAKBi5svpyZAhFy6Y7yOjF+OQv/BXqwzdtGrOx/lP23LjkTs7O9E9jIUwIL9YHA==,,,Vancouver,V6Z2R9,1088 Burrard Street,Yes,City of Vancouver,Liquor Primary,SWC Hotels LLP,CRACKED ICE / BAR ONE LOUNGE (164925),,https://baronecanada.com/careers/thank-you/
70caf19f-4573-eb11-b81b-005056832755,"June 5, 2024 6:47 PM (PDT)",o1vBlu9o1fr8sUQ8FiVUOkiBdIb+KFzrNf1xjLs9QnmO8hWERoZrY+6j95GURtCuXeRdrNzdzFAr1/BhAvjuhA==,,,Vancouver,V6B6A1,298 Robson St,Yes,City of Vancouver,Liquor Primary,Original Joe's Franchise Group Inc,Original Joe's  (169352),,
34cbf19f-4573-eb11-b81b-005056832755,"December 2, 2024 6:17 PM (PST)",/Ub2gSzdcpPKgylMof/DzGvNcN2Ui4Nx1D77wWVl9VR/NxLGyqzpEFJHHUj5xDqcTDzzQlNhpOBntqO8AP+uBw==,,,Vancouver,V6H3S3,CMHC Government Dock (Johnston St & Duranleau St) Granville Island,Yes,City of Vancouver,Liquor Primary,Royal Vancouver 1 Management Ltd,M.V. Royal Vancouver 1 (154441),,
c94bdabb-9673-eb11-b81b-005056832174,"May 2, 2025 5:10 PM (PDT)",6677rHzzHnWF7gzDuk3NMktiuahIlgHwG4PtpxBLNXbw71jDvnwbdWu8jUdahyzV0Ym/27ifsKubu18RpDeTbA==,,,Vancouver,V6B5P2,1111 Mainland Street,No,City of Vancouver,Liquor Primary,Yaletown Brewing Company & Restaurant Corp.,Yaletown Brewing Co. Pub (163958),Reservation,
1bbb5fe7-9173-eb11-b81b-005056832174,"December 19, 2024 9:00 PM (PST)",y9aECDjREQ+RaSqnf/xAORI9WtCciRU+c6fwkui+FRCJNnwKg5L++4D7mXZXNfwTBNZY7M7aCfPI/RO3QoL2Vw==,,,Vancouver,V6G3J1,450 Denman Street,Yes,City of Vancouver,Liquor Primary,Spirit Cruises Ltd,M.V. Pride of Vancouver (161065),,
34d4f19f-4573-eb11-b81b-005056832755,"November 27, 2024 5:51 PM (PST)",KDHpemZVQryZQxoPs1O0lNd4I0eO1MkC31PQ553yz+eTYmd7oRGKIP+NIV2z5HYcCK/lK7Ts8mO5PQhpbfS85A==,,,Vancouver,V6C3L5,900 Canada Place Way,Yes,City of Vancouver,Liquor Primary,2146296 Ontario Ltd.,THE FAIRMONT WATERFRONT (141672),,
f6c8f19f-4573-eb11-b81b-005056832755,"January 1, 2025 8:32 AM (PST)",uyzENMcso8Uqr4PG9nTOKOjx8Xf7jCxb90+GqoVydi0UmtDOhfdqBB3a05vlU7xhZys/6bGXUtjZK3hWO/v7FA==,,,Vancouver,V6B5K3,515 West Hastings Street,Yes,City of Vancouver,Liquor Primary,Simon Fraser University,SIMON FRASER UNIVERSITY AT HARBOUR CENTRE (146094),,
ecc8f19f-4573-eb11-b81b-005056832755,"May 7, 2025 5:51 PM (PDT)",6lW2lZlLb8rAlWVjhIFjEGv2PEh6mHnI1ingYXIEANFDUeB2A5N6ykAECbJbeS3Za7HCVbwK2m4PYfqp5i5SoA==,,,Vancouver,V6B5E7,Plaza of Nations Marina Dock B 750 Pacific Blvd.,Yes,City of Vancouver,Liquor Primary,Vancouvercruises.com Charters Ltd.,M.V. ABITIBI (143512),Boat,
2acbf19f-4573-eb11-b81b-005056832755,"October 21, 2024 11:00 PM (PDT)",nw0MULt46MThP2BBzDxDmRr60TDZMSZtbf6ijvaK/DxLn5kZIF8j3Izx89bOKtdf8vE3nqcc8LcJITbxSLrlxQ==,,,Vancouver,V6Z1N3,1661 GRANVILLE ST,Yes,City of Vancouver,Liquor Primary Club,False Creek Yacht Club,FALSE CREEK YACHT CLUB (137451),,
dec9f19f-4573-eb11-b81b-005056832755,"May 16, 2025 12:25 AM (PDT)",1uRadAGccKTrNnPmPpKvciQJUpZAhyUrExWar/sDcTLh65jRuxIKZ2i18QMtlIelPxigoxWIs/1iuWHGgAq5AA==,,,Vancouver,V5K2A1,2889 E  HASTINGS ST,Yes,City of Vancouver,Liquor Primary,1502701 B.C. LTD.,THE ALCOVE RESTAURANT & LOUNGE (131973),,https://www.86network.com/jobs/vancouver/bc/the-alcove-restaurant-lounge/bartender-g-jodq
d4c9f19f-4573-eb11-b81b-005056832755,"December 10, 2024 8:00 PM (PST)",8vey0ZYogQ+hOTzayh0RGGKdICApKFzZ4LAmhq6/iktmjWw1P78S3/1WHrXLXT3Dp62mzaMQBw1bupb1FJWcdw==,,,Vancouver,V5M3E4,3075 Slocan St,Yes,City of Vancouver,Liquor Primary,Italian Cultural Centre Society,Italian Centre (139176),,
b6d3f19f-4573-eb11-b81b-005056832755,"December 13, 2024 10:00 PM (PST)",KzYIYAZQs/QF4jn6Bhh3l+ryqC+9UHFko6iCbGGuv8G/Xn8qaiVvg6Knz7TFPIjXdltPtiBkY2PFdLRC7E+sgw==,,,Vancouver,V6A2X3,C/O 1ST FLR  1150 STATION ST,Yes,City of Vancouver,Liquor Primary,Great Canadian Railtour Company Ltd.,ROCKY MOUNTAINEER TOURIST TRAIN,,
eed6f19f-4573-eb11-b81b-005056832755,"May 29, 2025 4:55 PM (PDT)",QNYzqggeElwIkERWRGCtBjCSEix6orpsr0UNmNpPX2eWw5/+xtLIz5qrbqK6UOvud7XvLjguXvf+4MzUSJEu3A==,info@yalesaloon.com,,Vancouver,V6Z1M7,1300 GRANVILLE ST,Yes,City of Vancouver,Liquor Primary,0987325 B.C. Ltd.,The Yale Saloon (114717),,https://yalesaloon.com/contact
08caf19f-4573-eb11-b81b-005056832755,"May 27, 2025 10:58 PM (PDT)",QA5/qnRnLdud8PC72cy0v0twwBl2Bmz33iR3cJPHVO4zfiti5vrqnzXpVqowm6xdIzQw1Y1lx+jcf/RjWyiKTQ==,,,Vancouver,V5L3Y3,1601 COMMERCIAL DR,Yes,City of Vancouver,Liquor Primary,Inat Root Holdings Group Ltd.,Juniors Pub & Grill (114895),,https://www.juniorspub.ca/
ccccf19f-4573-eb11-b81b-005056832755,"January 29, 2025 6:59 PM (PST)",0Pu5sE4EVy3S3THPtLyA+zp7I49f5zh//VCvfhnYFbszqwYQz15d02zSjy9HmccW71GYm31RMeDovPXdmI8E4A==,,,Vancouver,V6C3B5,300 - 999 Canada Place,Yes,City of Vancouver,Liquor Primary,1173466 Ontario Limited,Pan Pacific Vancouver Hotel (109377),,
aac9f19f-4573-eb11-b81b-005056832755,"May 2, 2025 5:36 PM (PDT)",4/9Md+yx/gxxTf5Q35Pg4pLeOTMlJrfUsxCMXAjBr4Gom7B/uR0LH7+p7RJ6nA3LaunDH3WfghHaWP2idNBHJg==,,,Vancouver,V6T1W5,6066 THUNDERBIRD BLVD,Yes,Metro Vancouver Regional District,Liquor Primary,University of British Columbia,THUNDERBIRD WINTER SPORTS CENTRE (110162),,
9ec9f19f-4573-eb11-b81b-005056832755,"November 12, 2024 8:00 PM (PST)",Bb8RcE79QxVZUoLqC4RXBCWf0TuaBHdUnlYf+J0w895IoL3t9XY70WHKd2PMbxSadKvqM4Gt4GBcoMGvzefIUg==,,,Vancouver,V6A1P6,403 E  HASTINGS ST,Yes,City of Vancouver,Liquor Primary,338186 B.C. Ltd.,Hastings Mill Brewing Co. Brewpub (107893),Closed,
40ccf19f-4573-eb11-b81b-005056832755,"December 6, 2024 7:00 PM (PST)",Cfphu3sXg6UbCiUqylMqLlmcO7pISOAyoIQeRmq+tALVCDhlAIJTpLpY5Kd/0qsurMOE7qhS3yhtcn00u5h4og==,,,Vancouver,V6E3T3,1133 W  Hastings St,Yes,City of Vancouver,Liquor Primary,NEW WORLD ESTATES LTD.,Pinnacle Vancouver Harbourfront Hotel (094330),no jobs open,
9acef19f-4573-eb11-b81b-005056832755,"April 4, 2025 7:24 PM (PDT)",z46NZUeZb2Yg/KX7JpeczmG2YNJ+aT3wsgEjbvNTkNxviJTN1XIdbfdyh3w8uxm3+3USB1uvDDuxlq72BA0hkQ==,,,Vancouver,V5V1A6,215 E  17th. Ave.,Yes,City of Vancouver,Liquor Primary Club,"The Welsh Society of Vancouver, BC",CAMBRIAN HALL (089335),Heritage site ?,
c2d2f19f-4573-eb11-b81b-005056832755,"May 9, 2025 4:40 PM (PDT)",FIYoz1sCqyTS//r86Elj96e+aMLAvtb2IQdlbxe8NqWwCZehYgOResBFXP/nmPWXTLOzPCIrZrEP3d4T1jn63A==,,,Vancouver,V6C2W6,900 W  Georgia St,Yes,City of Vancouver,Liquor Primary,8058750 Canada Inc.,Hotel Vancouver (090031),"This is the fairmont, they had their own website for applications",
994bdabb-9673-eb11-b81b-005056832174,"April 25, 2025 7:07 PM (PDT)",Rm0amxFEohw/Lm2NWBHXTPlU5EErj7EocEUFXHeussdmn9qToOxMEob9cqgJkVSx2qkltF5m2M7MRJxHkVPQPw==,stages@hivancouver.com,,Vancouver,V5Z3Y2,711 W  Broadway,Yes,City of Vancouver,Liquor Primary,Jade Master Management Ltd.,Stages Lounge (089733),,https://www.stagesbistroandlounge.com/contact-us
08d1f19f-4573-eb11-b81b-005056832755,"February 13, 2025 8:54 PM (PST)",0flCuI3P1be2CIhriniUc9cI2TknZNk1eyi7P450f6vbi66PO01VAvK693NnkmkDkhrQ+Oif3y9l6s2mGANHtg==,,,Vancouver,V6J3W4,1407 LABURNUM ST,Yes,City of Vancouver,Liquor Primary Club,ROYAL CANADIAN LEGION #176,"ROYAL CANADIAN LEGION, BRANCH NO. 176 (072337)",,
9d4cdabb-9673-eb11-b81b-005056832174,"December 11, 2024 10:00 PM (PST)",kG1nzVf0LfUmorhdhP0f4HJsB3PtKzRPgOGP+giXHDXfx+ewcoMXefoZEofgT4ZbcrIlVbpjuW689kO+fo360A==,,,Vancouver,V6Z2B6,1100 GRANVILLE ST,Yes,City of Vancouver,Liquor Primary,CHATEAU GRANVILLE INC.,The Edge Social Grille & Lounge (068032),,
0a7dd2c1-9673-eb11-b81b-005056832174,"September 12, 2024 11:00 PM (PDT)",3SyXpvAaIJ9nrOt+wKwVMgpRAplO1ifsGaxMe0F/GZp1c/syPCUQji6wng0IHJowb5EEnvH3dzEpBEjH/n9hvg==,,,Vancouver,V6H3R9,1253 Johnston Street Granville Island,Yes,City of Vancouver,Liquor Primary,Rayman Investments & Management Inc.,Dockside Brewing Company (075537),,
c0d2f19f-4573-eb11-b81b-005056832755,"April 25, 2025 4:22 PM (PDT)",3FBsfH9CZfElIFIT4Nk0Bg7zB1nW0UDt219uHX0+EiYPHGIwwq+bUHfh5NWxVjHHSmLFY5O4xd7/MtU4hfYVPg==,,,Vancouver,V6G3E2,450 Stanley Park Dr.,Yes,City of Vancouver,Liquor Primary Club,Vancouver Rowing Club,VANCOUVER ROWING CLUB (064635),,
42cbf19f-4573-eb11-b81b-005056832755,"May 31, 2025 3:15 AM (PDT)",RhXywrKvwekRbNwCRodvUxV84fKaDKgEVtJE5po5iDYil79ZPrsr7kF4go7raKOh4msM3Z55pP7wAmy6zoXjZQ==,hotelgeorgia@rosewoodhotels.com,,Vancouver,V6C1P7,801 West Georgia St,Yes,City of Vancouver,Liquor Primary,Hotel Georgia (OP) Limited Partnership,Hotel Georgia (053733),,https://www.rosewoodhotels.com/en/hotel-georgia-vancouver/dining/the-georgia-bar
c6d4f19f-4573-eb11-b81b-005056832755,"August 13, 2024 5:17 PM (PDT)",XDZceKo0W166VILi1ZkrQGMDjNIeb2IhkBrSIgpNH+JxpfjSQVSgnUcyId3+lg9dcDIt/W2T7EnwHCGmJsXXRw==,,,Vancouver,V6N3Y9,3350 Marine Dr SW,Yes,City of Vancouver,Liquor Primary Club,Point Grey Golf & Country Club,Point Grey Golf and Country Club (059033),,
8ccbf19f-4573-eb11-b81b-005056832755,"September 30, 2024 7:00 PM (PDT)",P5QCbbUMGC1gPZdticDgSPbqDczHmapRnHuYzdARgLTnwDczR7gMi77aoS6fAH9a7IemHc6nknTBuh5l1J9d+w==,,,Vancouver,V6J2K7,1630 15th Ave W,Yes,City of Vancouver,Liquor Primary Club,Vancouver Lawn Tennis And Badminton Club,Vancouver Lawn Tennis and Badminton Club (052436),,
ced7f19f-4573-eb11-b81b-005056832755,"January 8, 2025 12:13 AM (PST)",zq1ku2m+zjUvT2uLjrGiIxgWXYacxw1PApznBPbFRRxIbiiRBslNhVM1yAyn7UF7DZfzTty6hXlN9eo23Ul/0w==,,,Vancouver,V6C2R7,655 Burrard St,Yes,City of Vancouver,Liquor Primary,Innvest Hotels LP,Hyatt Regency Vancouver Hotel (044137),,
e4ccf19f-4573-eb11-b81b-005056832755,"March 20, 2025 7:18 PM (PDT)",dUaxDtMmwKNkuXq+OJSjVgQPU7KmY6slDZW7ej4jNd8c8UUmiyBc+UowRXu71sw1LEHRV4pSI1BMtTJU/oRcgw==,,,Vancouver,V5P1J8,1445  41st Ave E,Yes,City of Vancouver,Liquor Primary,0691877 B.C. Ltd.,East Side Craft House (039614),no online presence,
90d2f19f-4573-eb11-b81b-005056832755,"February 8, 2025 2:00 AM (PST)",S9Bn5tlR3PL28IC3EEazGERBO4Cjz6CswiB7NPjX7Qeo6RwK4UF0FQsdRJ8htQz1Xv2CKSqVpruABHurODAx1Q==,,,Vancouver,V6R1P2,3681 West  4th Avenue,Yes,City of Vancouver,Liquor Primary,MEXICANADIAN AMIGOS RESTAURANTS INC.,Zapoteca Cantina de Barrio  (036372),,
38cbf19f-4573-eb11-b81b-005056832755,"February 5, 2025 5:41 PM (PST)",Iz/BwjboDUtCZjt9jaZcCLx0SqgE/oKVFFRLLR8Xq0oogXdf0e5LpC7fBJGet5sNZ3jXmDgal4UR/Ka4rJufJQ==,,,Vancouver,V5S4J6,7725 CHAMPLAIN CRES,Yes,City of Vancouver,Liquor Primary,1388730 B.C. LTD.,Village Pub (038008),no website,
3ed5f19f-4573-eb11-b81b-005056832755,"March 19, 2025 4:55 AM (PDT)",z3MBiKOMO53kMGniheiBPbUQSf0CFOHOK+4Ib6D/9XXyNXzio2EfWEuPzk355qBaOU3RQJizdFZtYh8pyMrUQA==,,,Vancouver,V6B2J1,212 CARRALL ST,Yes,City of Vancouver,Liquor Primary,1289491 B.C. Ltd.,Smith's Gastropub (037381),,
68cef19f-4573-eb11-b81b-005056832755,"April 29, 2025 5:29 PM (PDT)",NluEjVR2wg/1543u+Kn5sFhtIiw0CNSvzvsmbfQmbLKrsjV7RFf0FiTCwbmnRYOoCxAP9sMtAaz9q6smWFhK/A==,,,Vancouver,V6B4Y8,777 PACIFIC BLVD,Yes,City of Vancouver,Liquor Primary,B.C. PAVILION CORPORATION,B.C. PLACE STADIUM (037931),,
d4c8f19f-4573-eb11-b81b-005056832755,"March 26, 2025 4:32 PM (PDT)",8WnwYJSG9VtERILunF48Pqcr3kd1tlCjGtlSqoN65TXp1UqXrzadHpMWSDR8IwEjEB2Owa33ZaJ6+VZs7Vnn5A==,,,Vancouver,V6Z1L5,1082 Granville Street,Yes,City of Vancouver,Liquor Primary,Donnellan's Irish Bar Ltd.,Donnellan's Irish Pub (034485),,
594bdabb-9673-eb11-b81b-005056832174,"March 3, 2025 7:01 PM (PST)",nhY1rFyn+xxQrIQvnOTdyoQLH+c7ESpd3IdcNfA1B+GNPXK/f9IjFmVfGguUfAnfJ62gQeq9UhIEbk3Y5iXA9Q==,,,Vancouver,V6H3R9,1585 JOHNSTON ST,Yes,City of Vancouver,Liquor Primary,THE ARTS CLUB OF VANCOUVER THEATRE SOCIETY,Upstage Lounge,,
92caf19f-4573-eb11-b81b-005056832755,"May 27, 2025 8:52 PM (PDT)",ivHP693ayp2MnYRU+ZPpD3g/kOwLAIUuqSLXozkGib3ElGeUCnOOObyvWroVCk4vXd7s8F/V9kVr8W0q3mcb7A==,info[@]darbyspub.ca,,Vancouver,V6K3Y2,2001 MacDonald Street,Yes,City of Vancouver,Liquor Primary,Darby's Hospitality Inc.,DARBY D. DAWES NEIGHBOURHOOD PUBLIC HOUSE (035301),,https://darbyspub.ca/
88d3f19f-4573-eb11-b81b-005056832755,"February 11, 2025 4:56 PM (PST)",M1mt2IEn8h6uDIQ4hlb7gtLjUi9crfTWx9b5bJlCIfdpWfuvbbjps/LMr/n0Dlkau4NNhgTOa3j3U229n2kxOQ==,,,Vancouver,V5V3H4,4601 Ontario St,Yes,City of Vancouver,Liquor Primary,DIAMOND BASEBALL HOLDINGS (BC) LTD.,Nat Bailey Stadium,"mlb park ",
c87dd2c1-9673-eb11-b81b-005056832174,"May 2, 2025 6:36 PM (PDT)",8Xvml9UxQkYcFnYQbiCtW5MtcVt2ga8KZWE7VXa449d+gag+2yoTFvq3DO0cArz2Ce5X2n0u6v9f2Q7nGaL+rw==,,,Vancouver,V6T1Z2,UBC 225-6371 Crescent Road,No,Metro Vancouver Regional District,Liquor Primary,University of British Columbia,Thea Koerner House (033523),"I have connection here, maybe use as example?",http://www.koerners.ca/
36d1f19f-4573-eb11-b81b-005056832755,"May 1, 2025 4:15 PM (PDT)",BAdcXG5lC6v4KV33FkJOgFu2oIPPJTdapzfBxTQwH0fySC+qv0Q8FEooDa/Z2GlQVz8JGsgPCsmiyrFYvO+42A==,,,Vancouver,V5K5J1,2901 East Hastings St,Yes,City of Vancouver,Liquor Primary,Pacific National Exhibition,PACIFIC NATIONAL EXHIBITION (033476),"AKE the PNE, already applied",
1cd7f19f-4573-eb11-b81b-005056832755,"June 2, 2025 6:50 PM (PDT)",4InoKt3O76Uy8jZ6d1u2/JT6IxZyhxGF1x05Z+W2SQ+in7QpeWe1+GAvRKTIKZ2wJYzdANn5Zfu/RPcz09cbdA==,,,Vancouver,V6J1M9,2010 4th Ave W,Yes,City of Vancouver,Liquor Primary,AZTEC PROPERTIES COMPANY LTD.,Bimini Neighbourhood Pub (033214),,https://biminis1975.ca/index.php
d7c0482a-8f73-eb11-b81b-005056832174,"February 11, 2025 5:53 PM (PST)",eNMPEzPKVY1x8V268YSFAOZbcSBeOA45/qGyajXuAUtvznQduQcxYQlsXYSWi1NS3RQvZlOdoAWGxe5oJo1AzA==,,,Vancouver,V5V3P3,3917 MAIN ST,Yes,City of Vancouver,Liquor Primary,HERO'S WELCOME HOLDINGS LTD.,Hero's Welcome,,
38d1f19f-4573-eb11-b81b-005056832755,"March 17, 2025 7:40 PM (PDT)",NXfP3sw4eaHEv78zC/94xXIVi2gaaHy0cl66H7sVVFXkayj3wk0801efk+NHSw+C9sOBy6TN3TzIjy8GGS4lwQ==,,,Vancouver,V5K4W3,100 N Renfrew St,Yes,City of Vancouver,Liquor Primary,Pacific National Exhibition,PACIFIC COLISEUM (032289),,
5ecaf19f-4573-eb11-b81b-005056832755,"May 23, 2025 2:30 PM (PDT)",8iV7lz38i1vqqGYu8XiRlAswIoVPdIUyWxPaj4e4z7z/da6IaSF5e5b4Bdfc99TQNGa6wTYc2hllFkhbX8AGJg==,,,Vancouver,V6C2Y9,645 HOWE ST,Yes,City of Vancouver,Liquor Primary,No. 100 Sail View Ventures Ltd.,METROPOLITAN HOTEL (031259),"had to find the bar at the hotel, i’m p sure this is the thing",https://www.divavancouver.com/
ad4cdabb-9673-eb11-b81b-005056832174,"July 9, 2024 9:00 PM (PDT)",sWdT/wTb+I58sGWWydgXxdhOygwacjAU830hf6BWjc9YzQ5j+5XD/b7Gf/k9qtao987pnHBXvmNiRuiISni0Rw==,,,Vancouver,V6B3L9,900 Seymour St.,Yes,City of Vancouver,Liquor Primary,Orpheum Place Inc.,Uva Wine Bar (029339),,
66ccf19f-4573-eb11-b81b-005056832755,"August 29, 2024 3:49 PM (PDT)",boWl5va5WlDSym0R4+QXMOmSipbXGfRoIRntBj+zS8Sv5eV2UgPzryL3K4IoPCfwTqbK25axVGOFMEasPwfQ5g==,,,Vancouver,V5N4P3,4875 VICTORIA DR,Yes,City of Vancouver,Liquor Primary Club,Vancouver Alpen Club,Vancouver Alpen Club (029433),,
d8d6f19f-4573-eb11-b81b-005056832755,"January 2, 2025 7:01 PM (PST)",Gbzkzwza17GvzjehBIXXahsFk55zDRbVCkAQTuaxgi2vOZX/+/zOnDx/K+jQXxTMDJugU9NRV2QjfUUvjym3Jw==,,,Vancouver,V6B1Y6,602 Dunsmuir St,Yes,City of Vancouver,Liquor Primary,ST. REGIS INVESTMENTS LTD.,St. Regis Hotel (024634),,
